ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
600395,盘江股份,top,SHORT,1.5,,5.4,2026-09-02,6.15,2026-08-31,miss,2/5,"R1,R3,R4",,True,0.784,True,OB,W,5.86,6.44,三推顶 4.75→4.92→6.15 回撤 69%/74% | 周线OB [5.86-6.44] | 空: 入¥6.15 止¥6.50 标¥4.49 R:R 4.7
600409,三友化工,top,SHORT,1.5,,7.03,2026-09-02,7.5,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.658,True,FVG,W,7.35,8.14,三推顶 6.86→7.02→7.50 回撤 65%/75% | 周线FVG [7.35-8.14] | 空: 入¥7.50 止¥8.22 标¥6.20 R:R 1.8
600436,片仔癀,bottom,LONG,1.5,,122.9,2026-09-02,122.0,2026-08-31,miss,1/5,"R1,R2,R3,R4",,True,0.399,True,FVG,W,119.34,130.2,三推底 132.21→130.20→122.00 反弹 78%/60% | 周线FVG [119.34-130.20] | 多: 入¥122.00 止¥118.15 标¥152.00 R:R 7.8
600508,上海能源,top,SHORT,1.5,,11.2,2026-09-02,12.98,2026-09-01,miss,1/5,"R1,R2,R3,R4",,True,0.59,True,OB,W,12.8,14.46,三推顶 8.63→8.92→12.98 回撤 75%/63% | 周线OB [12.80-14.46] | 空: 入¥12.98 止¥14.60 标¥8.23 R:R 2.9
600587,新华医疗,bottom,LONG,1.5,,12.71,2026-09-02,12.21,2026-08-24,miss,2/5,"R1,R3,R4",,True,0.377,True,OB,W,11.5,12.44,三推底 12.34→12.31→12.21 反弹 81%/62% | 周线OB [11.50-12.44] | 多: 入¥12.21 止¥11.38 标¥13.38 R:R 1.4
600740,山西焦化,top,SHORT,1.5,,3.87,2026-09-02,4.18,2026-09-01,miss,2/5,"R1,R3,R4",,True,0.477,True,OB,W,3.84,4.22,三推顶 3.60→3.79→4.18 回撤 83%/68% | 周线OB [3.84-4.22] | 空: 入¥4.18 止¥4.26 标¥3.42 R:R 9.2
600939,重庆建工,top,SHORT,1.5,,2.66,2026-09-02,2.75,2026-09-01,miss,1/5,"R1,R2,R3,R4",,True,0.797,True,OB,W,2.74,3.08,三推顶 2.69→2.71→2.75 回撤 74%/70% | 周线OB [2.74-3.08] | 空: 入¥2.75 止¥3.11 标¥2.35 R:R 1.1
600961,株冶集团,bottom,LONG,1.5,,26.25,2026-09-02,25.4,2026-09-02,miss,1/5,"R1,R2,R3,R4",,True,0.322,True,FVG,W,22.09,26.42,三推底 26.88→25.70→25.40 反弹 64%/84% | 周线FVG [22.09-26.42] | 多: 入¥25.40 止¥21.87 标¥29.82 R:R 1.3
600996,贵广网络,top,SHORT,1.5,,7.11,2026-09-02,7.27,2026-09-01,miss,1/5,"R1,R2,R3,R4",,True,0.676,True,FVG,W,6.94,8.36,三推顶 6.65→7.17→7.27 回撤 69%/79% | 周线FVG [6.94-8.36] | 空: 入¥7.27 止¥8.44 标¥5.91 R:R 1.2
600997,开滦股份,top,SHORT,1.5,,5.46,2026-09-02,5.94,2026-08-31,miss,1/5,"R1,R2,R3,R4",,True,0.687,True,OB,W,5.42,5.95,三推顶 5.45→5.77→5.94 回撤 80%/70% | 周线OB [5.42-5.95] | 空: 入¥5.94 止¥6.01 标¥5.01 R:R 13.4
