ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
002235,安妮股份,bottom,LONG,2.0,,9.24,2026-07-06,7.54,2026-06-30,miss,2/5,"R2,R3,R4",,True,0.803,True,OB+FVG,W,7.16,7.65,三推底 9.92→9.25→7.54 反弹 69%/75% | 周线OB+FVG [7.16-7.65] | 多: 入¥7.54 止¥7.09 标¥11.00 R:R 7.7
002436,兴森科技,bottom,LONG,2.0,,45.29,2026-07-06,42.01,2026-07-06,miss,2/5,"R1,R3,R4",,True,0.57,True,OB+FVG,W,37.01,42.6,三推底 47.99→47.11→42.01 反弹 87%/74% | 周线OB+FVG [37.01-42.60] | 多: 入¥42.01 止¥36.64 标¥55.00 R:R 2.4
002560,通达股份,bottom,LONG,2.0,,7.26,2026-07-06,7.25,2026-07-06,miss,2/5,"R2,R3,R4",,True,0.774,True,OB+FVG,W,6.82,7.65,三推底 8.71→7.99→7.25 反弹 69%/74% | 周线OB+FVG [6.82-7.65] | 多: 入¥7.25 止¥6.75 标¥9.58 R:R 4.7
603777,来伊份,bottom,LONG,2.0,,16.59,2026-07-06,15.36,2026-06-30,miss,2/5,"R1,R3,R4",,True,0.49,True,OB+FVG,W,15.01,17.07,三推底 15.57→15.43→15.36 反弹 75%/60% | 周线OB+FVG [15.01-17.07] | 多: 入¥15.36 止¥14.86 标¥20.58 R:R 10.4
000628,高新发展,bottom,LONG,1.5,,48.56,2026-07-06,45.44,2026-06-29,miss,2/5,"R1,R3,R4",,True,0.726,True,OB,W,44.57,48.38,三推底 54.93→49.70→45.44 反弹 75%/67% | 周线OB [44.57-48.38] | 多: 入¥45.44 止¥44.12 标¥66.07 R:R 15.7
002012,凯恩股份,bottom,LONG,1.5,,6.26,2026-07-06,6.24,2026-07-06,miss,1/5,"R1,R2,R3,R4",,True,0.469,True,OB,W,5.73,6.51,三推底 7.15→6.96→6.24 反弹 67%/67% | 周线OB [5.73-6.51] | 多: 入¥6.24 止¥5.67 标¥8.07 R:R 3.2
002222,福晶科技,bottom,LONG,1.5,,80.51,2026-07-06,78.1,2026-07-06,miss,1/5,"R1,R2,R3,R4",,True,0.063,True,FVG,W,75.46,82.17,三推底 91.37→82.82→78.10 反弹 61%/61% | 周线FVG [75.46-82.17] | 多: 入¥78.10 止¥74.71 标¥104.73 R:R 7.8
002350,北京科锐,bottom,LONG,1.5,,13.8,2026-07-06,12.78,2026-06-29,miss,1/5,"R1,R2,R3,R4",,True,0.513,True,FVG,W,12.32,13.02,三推底 15.10→13.71→12.78 反弹 82%/83% | 周线FVG [12.32-13.02] | 多: 入¥12.78 止¥12.20 标¥17.64 R:R 8.3
300055,万邦达,bottom,LONG,1.5,,6.13,2026-07-07,6.03,2026-07-07,miss,2/5,"R2,R3,R4",,True,0.511,True,FVG,W,5.84,6.3,三推底 8.16→7.65→6.03 反弹 64%/79% | 周线FVG [5.84-6.30] | 多: 入¥6.03 止¥5.78 标¥9.14 R:R 12.5
300561,汇金科技,top,SHORT,1.5,,17.9,2026-07-07,19.94,2026-07-06,miss,2/5,"R1,R3,R4",,True,0.757,True,OB,W,18.92,22.5,三推顶 13.69→17.49→19.94 回撤 80%/77% | 周线OB [18.92-22.50] | 空: 入¥19.94 止¥22.73 标¥12.44 R:R 2.7
