ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000513,丽珠集团,top,SHORT,2.0,,30.59,2026-07-17,31.75,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.558,True,OB+FVG,W,29.71,31.92,三推顶 29.99→31.26→31.75 回撤 76%/63% | 周线OB+FVG [29.71-31.92] | 空: 入¥31.75 止¥32.24 标¥28.43 R:R 6.8
002560,通达股份,bottom,LONG,2.0,,5.59,2026-07-17,5.53,2026-07-17,miss,2/5,"R2,R3,R4",,True,0.774,True,OB+FVG,W,5.52,6.39,三推底 8.71→7.99→5.53 反弹 69%/74% | 周线OB+FVG [5.52-6.39] | 多: 入¥5.53 止¥5.46 标¥9.58 R:R 62.1
300593,新雷能,bottom,LONG,2.0,,22.06,2026-07-17,21.8,2026-07-17,miss,3/5,"R3,R4",,True,0.075,True,OB+FVG,W,20.5,23.9,三推底 24.81→24.04→21.80 反弹 88%/90% | 周线OB+FVG [20.50-23.90] | 多: 入¥21.80 止¥20.29 标¥29.00 R:R 4.8
300785,值得买,bottom,LONG,2.0,,35.6,2026-07-17,32.45,2026-07-14,miss,2/5,"R2,R3,R4",,True,0.713,True,OB+FVG,W,31.7,36.61,三推底 35.86→33.92→32.45 反弹 69%/73% | 周线OB+FVG [31.70-36.61] | 多: 入¥32.45 止¥31.38 标¥41.85 R:R 8.8
300895,铜牛信息,bottom,LONG,2.0,,45.5,2026-07-17,44.9,2026-07-17,miss,3/5,"R2,R3",,True,0.542,True,OB+FVG,W,43.81,48.7,三推底 47.44→47.33→44.90 反弹 63%/73% | 周线OB+FVG [43.81-48.70] | 多: 入¥44.90 止¥43.37 标¥61.20 R:R 10.7
301358,湖南裕能,bottom,LONG,2.0,,59.47,2026-07-17,58.8,2026-07-17,miss,2/5,"R2,R3,R4",,True,0.287,True,OB+FVG,W,53.22,61.0,三推底 88.78→67.31→58.80 反弹 62%/67% | 周线OB+FVG [53.22-61.00] | 多: 入¥58.80 止¥52.69 标¥100.96 R:R 6.9
600211,西藏药业,top,SHORT,2.0,,38.3,2026-07-17,40.59,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.644,True,OB+FVG,W,40.07,42.4,三推顶 38.00→39.72→40.59 回撤 81%/70% | 周线OB+FVG [40.07-42.40] | 空: 入¥40.59 止¥42.82 标¥35.04 R:R 2.5
688211,中科微至,top,SHORT,2.0,,29.23,2026-07-17,36.82,2026-07-10,miss,1/5,"R1,R2,R3,R4",,True,0.434,True,OB+FVG,W,34.73,38.66,三推顶 34.82→36.28→36.82 回撤 83%/66% | 周线OB+FVG [34.73-38.66] | 空: 入¥36.82 止¥39.05 标¥30.95 R:R 2.6
000811,冰轮环境,bottom,LONG,1.5,,43.26,2026-07-17,43.0,2026-07-17,miss,2/5,"R1,R3,R4",,True,0.382,True,FVG,W,40.17,49.44,三推底 49.70→48.12→43.00 反弹 68%/64% | 周线FVG [40.17-49.44] | 多: 入¥43.00 止¥39.77 标¥57.68 R:R 4.5
001230,劲旅环境,top,SHORT,1.5,,19.13,2026-07-17,19.46,2026-07-16,miss,2/5,"R1,R3,R4",,True,0.686,True,FVG,W,18.8,24.36,三推顶 17.18→18.59→19.46 回撤 71%/81% | 周线FVG [18.80-24.36] | 空: 入¥19.46 止¥24.60 标¥15.23 R:R 0.8
