ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
603271,永杰新材,bottom,LONG,2.0,,41.4,2026-08-03,40.7,2026-07-30,miss,3/5,"R2,R3",,True,0.397,True,OB+FVG,W,39.99,42.77,三推底 41.70→40.93→40.70 反弹 67%/85% | 周线OB+FVG [39.99-42.77] | 多: 入¥40.70 止¥39.59 标¥46.96 R:R 5.6
603298,杭叉集团,top,SHORT,2.0,,27.49,2026-08-03,28.34,2026-07-31,miss,1/5,"R1,R2,R3,R4",,True,0.579,True,OB+FVG,W,27.71,30.36,三推顶 26.01→27.42→28.34 回撤 82%/80% | 周线OB+FVG [27.71-30.36] | 空: 入¥28.34 止¥30.66 标¥23.02 R:R 2.3
603558,健盛集团,top,SHORT,2.0,,12.71,2026-08-03,12.94,2026-07-30,miss,1/5,"R1,R2,R3,R4",,True,0.854,True,OB+FVG,W,12.76,13.67,三推顶 12.20→12.28→12.94 回撤 73%/78% | 周线OB+FVG [12.76-13.67] | 空: 入¥12.94 止¥13.81 标¥10.97 R:R 2.3
000676,智度股份,top,SHORT,1.5,,7.59,2026-08-03,7.94,2026-08-03,miss,1/5,"R1,R2,R3,R4",,True,0.708,True,FVG,W,7.68,8.1,三推顶 6.97→7.82→7.94 回撤 69%/78% | 周线FVG [7.68-8.10] | 空: 入¥7.94 止¥8.18 标¥6.22 R:R 7.1
000720,新能泰山,top,SHORT,1.5,,3.5,2026-08-03,3.51,2026-08-03,miss,2/5,"R1,R3,R4",,True,0.123,True,FVG,W,3.36,3.56,三推顶 3.39→3.50→3.51 回撤 63%/61% | 周线FVG [3.36-3.56] | 空: 入¥3.51 止¥3.60 标¥3.12 R:R 4.6
000819,岳阳兴长,top,SHORT,1.5,,12.23,2026-08-03,12.29,2026-08-03,miss,1/5,"R1,R2,R3,R4",,True,0.581,True,FVG,W,12.15,12.92,三推顶 11.79→11.84→12.29 回撤 79%/67% | 周线FVG [12.15-12.92] | 空: 入¥12.29 止¥13.05 标¥10.49 R:R 2.4
000852,石化机械,top,SHORT,1.5,,5.43,2026-08-03,5.44,2026-08-03,miss,1/5,"R1,R2,R3,R4",,True,0.543,True,FVG,W,5.14,5.51,三推顶 5.29→5.32→5.44 回撤 84%/71% | 周线FVG [5.14-5.51] | 空: 入¥5.44 止¥5.57 标¥4.84 R:R 4.8
001301,尚太科技,top,SHORT,1.5,,54.46,2026-08-03,56.98,2026-07-30,miss,1/5,"R1,R2,R3,R4",,True,0.414,True,FVG,W,53.7,61.01,三推顶 52.88→56.51→56.98 回撤 82%/65% | 周线FVG [53.70-61.01] | 空: 入¥56.98 止¥61.62 标¥48.29 R:R 1.9
001914,招商积余,top,SHORT,1.5,,9.13,2026-08-03,9.24,2026-07-30,miss,1/5,"R1,R2,R3,R4",,True,0.44,True,FVG,W,8.94,9.27,三推顶 8.68→9.13→9.24 回撤 65%/68% | 周线FVG [8.94-9.27] | 空: 入¥9.24 止¥9.36 标¥8.11 R:R 9.2
002009,天奇股份,top,SHORT,1.5,,17.13,2026-08-03,17.16,2026-08-03,miss,2/5,"R1,R3,R4",,True,0.414,True,FVG,W,16.53,17.65,三推顶 16.14→16.60→17.16 回撤 79%/62% | 周线FVG [16.53-17.65] | 空: 入¥17.16 止¥17.83 标¥15.27 R:R 2.8
