ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
002195,岩山科技,bottom,LONG,2.0,,7.18,2026-06-22,6.72,2026-06-11,miss,1/5,"R1,R2,R3,R4",,True,0.549,True,OB+FVG,W,6.46,6.82,三推底 8.57→8.28→6.72 反弹 68%/81% | 周线OB+FVG [6.46-6.82] | 多: 入¥6.72 止¥6.40 标¥9.41 R:R 8.3
002973,侨银股份,bottom,LONG,2.0,,11.76,2026-06-22,11.53,2026-06-22,miss,2/5,"R2,R3,R4",,True,0.917,True,OB+FVG,W,11.45,12.13,三推底 13.32→12.18→11.53 反弹 73%/76% | 周线OB+FVG [11.45-12.13] | 多: 入¥11.53 止¥11.34 标¥14.40 R:R 14.8
300671,富满微,bottom,LONG,2.0,,66.88,2026-06-22,39.92,2026-06-08,miss,1/5,"R1,R2,R3,R4",,True,0.828,True,OB+FVG,W,35.85,40.43,三推底 49.94→49.01→39.92 反弹 75%/80% | 周线OB+FVG [35.85-40.43] | 多: 入¥39.92 止¥35.49 标¥55.34 R:R 3.5
301232,飞沃科技,bottom,LONG,2.0,,139.96,2026-06-22,113.88,2026-06-11,miss,2/5,"R1,R3,R4",,True,0.113,True,OB+FVG,W,108.59,155.14,三推底 139.78→130.83→113.88 反弹 61%/88% | 周线OB+FVG [108.59-155.14] | 多: 入¥113.88 止¥107.50 标¥153.97 R:R 6.3
601222,林洋能源,bottom,LONG,2.0,,5.85,2026-06-22,5.72,2026-06-22,miss,3/5,"R3,R4",,True,0.874,True,OB+FVG,W,5.67,6.02,三推底 6.23→5.88→5.72 反弹 74%/78% | 周线OB+FVG [5.67-6.02] | 多: 入¥5.72 止¥5.61 标¥6.62 R:R 8.4
000400,许继电气,bottom,LONG,1.5,,23.46,2026-06-22,21.41,2026-06-11,miss,2/5,"R2,R3,R4",,True,0.507,True,OB,W,21.4,22.1,三推底 26.01→25.73→21.41 反弹 80%/85% | 周线OB [21.40-22.10] | 多: 入¥21.41 止¥21.19 标¥27.96 R:R 29.2
000537,绿发电力,bottom,LONG,1.5,,8.13,2026-06-22,8.06,2026-06-18,miss,2/5,"R2,R3,R4",,True,0.767,True,OB,W,7.99,8.24,三推底 10.45→9.85→8.06 反弹 76%/81% | 周线OB [7.99-8.24] | 多: 入¥8.06 止¥7.91 标¥11.72 R:R 24.4
000543,皖能电力,top,SHORT,1.5,,8.05,2026-06-22,9.94,2026-06-01,miss,1/5,"R1,R2,R3,R4",,True,0.492,True,OB,W,8.66,10.09,三推顶 8.31→9.08→9.94 回撤 70%/65% | 周线OB [8.66-10.09] | 空: 入¥9.94 止¥10.19 标¥7.91 R:R 8.1
000807,云铝股份,bottom,LONG,1.5,,25.99,2026-06-22,23.83,2026-06-18,miss,1/5,"R1,R2,R3,R4",,True,0.167,True,OB,W,22.68,25.69,三推底 28.47→25.68→23.83 反弹 65%/60% | 周线OB [22.68-25.69] | 多: 入¥23.83 止¥22.45 标¥32.16 R:R 6.1
002235,安妮股份,bottom,LONG,1.5,,8.47,2026-06-22,8.08,2026-06-18,miss,2/5,"R2,R3,R4",,True,0.803,True,FVG,W,6.9,8.78,三推底 9.92→9.25→8.08 反弹 69%/75% | 周线FVG [6.90-8.78] | 多: 入¥8.08 止¥6.83 标¥11.00 R:R 2.3
