ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000513,丽珠集团,top,SHORT,2.0,,30.9,2026-07-22,31.75,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.558,True,OB+FVG,W,29.71,31.92,三推顶 29.99→31.26→31.75 回撤 76%/63% | 周线OB+FVG [29.71-31.92] | 空: 入¥31.75 止¥32.24 标¥28.43 R:R 6.8
300657,弘信电子,bottom,LONG,2.0,,33.68,2026-07-22,30.68,2026-07-20,miss,1/5,"R1,R2,R3,R4",,True,0.424,True,OB+FVG,W,27.7,31.33,三推底 40.00→36.21→30.68 反弹 62%/80% | 周线OB+FVG [27.70-31.33] | 多: 入¥30.68 止¥27.42 标¥47.50 R:R 5.2
300895,铜牛信息,bottom,LONG,2.0,,50.7,2026-07-22,44.9,2026-07-17,miss,3/5,"R2,R3",,True,0.542,True,OB+FVG,W,43.81,48.7,三推底 47.44→47.33→44.90 反弹 63%/73% | 周线OB+FVG [43.81-48.70] | 多: 入¥44.90 止¥43.37 标¥61.20 R:R 10.7
301358,湖南裕能,bottom,LONG,2.0,,66.01,2026-07-23,58.8,2026-07-17,miss,2/5,"R2,R3,R4",,True,0.287,True,OB+FVG,W,53.22,61.0,三推底 88.78→67.31→58.80 反弹 62%/67% | 周线OB+FVG [53.22-61.00] | 多: 入¥58.80 止¥52.69 标¥100.96 R:R 6.9
600211,西藏药业,top,SHORT,2.0,,38.62,2026-07-22,40.59,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.644,True,OB+FVG,W,40.07,42.4,三推顶 38.00→39.72→40.59 回撤 81%/70% | 周线OB+FVG [40.07-42.40] | 空: 入¥40.59 止¥42.82 标¥35.04 R:R 2.5
688211,中科微至,top,SHORT,2.0,,27.72,2026-07-22,36.82,2026-07-10,miss,1/5,"R1,R2,R3,R4",,True,0.434,True,OB+FVG,W,34.73,38.66,三推顶 34.82→36.28→36.82 回撤 83%/66% | 周线OB+FVG [34.73-38.66] | 空: 入¥36.82 止¥39.05 标¥30.95 R:R 2.6
000782,恒申新材,top,SHORT,1.5,,5.97,2026-07-22,8.73,2026-07-01,miss,1/5,"R1,R2,R3,R4",,True,0.455,True,OB,W,7.2,8.73,三推顶 7.79→8.06→8.73 回撤 70%/86% | 周线OB [7.20-8.73] | 空: 入¥8.73 止¥8.82 标¥7.12 R:R 18.4
000811,冰轮环境,bottom,LONG,1.5,,42.96,2026-07-22,38.93,2026-07-20,miss,2/5,"R1,R3,R4",,True,0.382,True,FVG,W,33.27,40.01,三推底 49.70→48.12→38.93 反弹 68%/64% | 周线FVG [33.27-40.01] | 多: 入¥38.93 止¥32.94 标¥57.68 R:R 3.1
000901,航天科技,bottom,LONG,1.5,,13.38,2026-07-22,12.81,2026-07-20,miss,2/5,"R2,R3,R4",,True,0.732,True,OB,W,12.54,12.99,三推底 16.95→15.90→12.81 反弹 72%/80% | 周线OB [12.54-12.99] | 多: 入¥12.81 止¥12.41 标¥19.00 R:R 15.7
001230,劲旅环境,top,SHORT,1.5,,16.31,2026-07-22,19.46,2026-07-16,miss,2/5,"R1,R3,R4",,True,0.686,True,FVG,W,18.8,24.36,三推顶 17.18→18.59→19.46 回撤 71%/81% | 周线FVG [18.80-24.36] | 空: 入¥19.46 止¥24.60 标¥15.23 R:R 0.8
002174,游族网络,bottom,LONG,1.5,,11.09,2026-07-22,10.62,2026-07-20,miss,1/5,"R1,R2,R3,R4",,True,0.236,True,OB,W,9.85,11.38,三推底 11.93→11.80→10.62 反弹 86%/87% | 周线OB [9.85-11.38] | 多: 入¥10.62 止¥9.75 标¥13.33 R:R 3.1
002326,永太科技,top,SHORT,1.5,,16.24,2026-07-22,28.62,2026-07-02,miss,2/5,"R2,R3,R4",,True,0.46,True,OB,W,23.0,28.62,三推顶 23.28→25.95→28.62 回撤 68%/65% | 周线OB [23.00-28.62] | 空: 入¥28.62 止¥28.91 标¥20.59 R:R 28.1
002393,力生制药,top,SHORT,1.5,,14.1,2026-07-22,15.65,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.709,True,FVG,W,15.3,15.82,三推顶 14.89→15.40→15.65 回撤 79%/79% | 周线FVG [15.30-15.82] | 空: 入¥15.65 止¥15.98 标¥13.58 R:R 6.3
002560,通达股份,bottom,LONG,1.5,,5.42,2026-07-22,5.38,2026-07-22,miss,2/5,"R2,R3,R4",,True,0.774,True,FVG,W,5.38,5.81,三推底 8.71→7.99→5.38 反弹 69%/74% | 周线FVG [5.38-5.81] | 多: 入¥5.38 止¥5.33 标¥9.58 R:R 78.1
002595,豪迈科技,bottom,LONG,1.5,,48.5,2026-07-22,45.53,2026-07-08,miss,3/5,"R2,R3",,True,0.164,True,OB,W,44.81,46.48,三推底 47.89→46.35→45.53 反弹 88%/63% | 周线OB [44.81-46.48] | 多: 入¥45.53 止¥44.36 标¥52.21 R:R 5.7
002636,金安国纪,bottom,LONG,1.5,,66.45,2026-07-22,65.64,2026-07-22,miss,2/5,"R1,R3,R4",,True,0.539,True,FVG,W,59.4,90.16,三推底 92.41→86.98→65.64 反弹 74%/62% | 周线FVG [59.40-90.16] | 多: 入¥65.64 止¥58.81 标¥104.00 R:R 5.6
002756,永兴材料,bottom,LONG,1.5,,43.24,2026-07-22,39.83,2026-07-20,miss,2/5,"R2,R3,R4",,True,0.684,True,OB,W,37.01,39.98,三推底 58.88→56.30→39.83 反弹 75%/84% | 周线OB [37.01-39.98] | 多: 入¥39.83 止¥36.64 标¥67.02 R:R 8.5
002786,银宝山新,bottom,LONG,1.5,,7.07,2026-07-22,7.02,2026-07-22,miss,1/5,"R1,R2,R3,R4",,True,0.544,True,OB,W,6.91,7.24,三推底 7.23→7.20→7.02 反弹 77%/87% | 周线OB [6.91-7.24] | 多: 入¥7.02 止¥6.84 标¥8.48 R:R 8.2
002901,大博医疗,top,SHORT,1.5,,43.84,2026-07-22,48.74,2026-07-15,miss,1/5,"R1,R2,R3,R4",,True,0.065,True,OB,W,47.35,49.27,三推顶 43.25→46.58→48.74 回撤 60%/62% | 周线OB [47.35-49.27] | 空: 入¥48.74 止¥49.76 标¥39.58 R:R 9.0
002921,联诚精密,bottom,LONG,1.5,,20.7,2026-07-22,20.45,2026-07-22,miss,2/5,"R2,R3,R4",,True,0.44,True,FVG,W,20.13,22.16,三推底 25.54→24.25→20.45 反弹 62%/79% | 周线FVG [20.13-22.16] | 多: 入¥20.45 止¥19.93 标¥30.49 R:R 19.3
003000,劲仔食品,top,SHORT,1.5,,9.99,2026-07-22,10.69,2026-07-15,miss,1/5,"R1,R2,R3,R4",,True,0.722,True,OB,W,10.45,10.97,三推顶 10.42→10.48→10.69 回撤 82%/76% | 周线OB [10.45-10.97] | 空: 入¥10.69 止¥11.08 标¥9.63 R:R 2.7
300471,厚普股份,bottom,LONG,1.5,,8.65,2026-07-22,8.58,2026-07-22,miss,2/5,"R2,R3,R4",,True,0.389,True,OB,W,8.56,8.86,三推底 8.81→8.76→8.58 反弹 90%/79% | 周线OB [8.56-8.86] | 多: 入¥8.58 止¥8.47 标¥9.69 R:R 10.5
300531,优博讯,top,SHORT,1.5,,16.95,2026-07-22,17.6,2026-07-21,miss,1/5,"R1,R2,R3,R4",,True,0.949,True,FVG,W,16.19,18.0,三推顶 15.53→16.95→17.60 回撤 75%/76% | 周线FVG [16.19-18.00] | 空: 入¥17.60 止¥18.18 标¥14.56 R:R 5.2
300593,新雷能,bottom,LONG,1.5,,23.25,2026-07-22,20.11,2026-07-20,miss,3/5,"R3,R4",,True,0.075,True,OB,W,18.58,20.88,三推底 24.81→24.04→20.11 反弹 88%/90% | 周线OB [18.58-20.88] | 多: 入¥20.11 止¥18.39 标¥29.00 R:R 5.2
300705,九典制药,top,SHORT,1.5,,10.86,2026-07-22,11.65,2026-07-16,miss,2/5,"R1,R3,R4",,True,0.488,True,OB,W,11.4,12.44,三推顶 10.17→10.95→11.65 回撤 62%/78% | 周线OB [11.40-12.44] | 空: 入¥11.65 止¥12.56 标¥9.48 R:R 2.4
300991,创益通,bottom,LONG,1.5,,24.86,2026-07-23,22.93,2026-07-20,miss,3/5,"R2,R3",,True,0.744,True,OB,W,22.58,23.8,三推底 32.39→30.22→22.93 反弹 73%/69% | 周线OB [22.58-23.80] | 多: 入¥22.93 止¥22.35 标¥35.29 R:R 21.5
600062,华润双鹤,top,SHORT,1.5,,17.16,2026-07-22,17.65,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.66,True,FVG,W,17.56,17.78,三推顶 16.77→17.23→17.65 回撤 66%/74% | 周线FVG [17.56-17.78] | 空: 入¥17.65 止¥17.96 标¥15.60 R:R 6.7
600178,东安动力,top,SHORT,1.5,,8.22,2026-07-22,10.5,2026-07-06,miss,2/5,"R1,R3,R4",,True,0.773,True,OB,W,10.15,10.58,三推顶 9.98→10.27→10.50 回撤 73%/70% | 周线OB [10.15-10.58] | 空: 入¥10.50 止¥10.69 标¥9.01 R:R 8.0
600241,时代万恒,bottom,LONG,1.5,,6.1,2026-07-22,6.01,2026-07-22,loose,4/5,R2,0.198,True,0.153,False,,,,,"三推底 6.40→6.31→6.01 反弹 86%/61% | MACD宽松底背离 (4/5, 差R2, 强度 0.20)"
600380,健康元,top,SHORT,1.5,,10.48,2026-07-22,10.7,2026-07-16,miss,1/5,"R1,R2,R3,R4",,True,0.392,True,FVG,W,10.48,10.74,三推顶 9.77→10.26→10.70 回撤 80%/61% | 周线FVG [10.48-10.74] | 空: 入¥10.70 止¥10.85 标¥9.28 R:R 9.6
600520,三佳科技,bottom,LONG,1.5,,24.2,2026-07-22,23.39,2026-07-20,miss,3/5,"R3,R4",,True,0.551,True,OB,W,22.68,24.42,三推底 35.23→34.60→23.39 反弹 85%/79% | 周线OB [22.68-24.42] | 多: 入¥23.39 止¥22.45 标¥39.87 R:R 17.6
600587,新华医疗,top,SHORT,1.5,,12.81,2026-07-22,13.38,2026-07-20,miss,2/5,"R1,R3,R4",,True,0.374,True,OB,W,12.94,13.64,三推顶 12.39→12.45→13.38 回撤 85%/84% | 周线OB [12.94-13.64] | 空: 入¥13.38 止¥13.78 标¥11.59 R:R 4.5
600758,辽宁能源,top,SHORT,1.5,,3.21,2026-07-22,3.32,2026-07-20,miss,2/5,"R1,R3,R4",,True,0.451,True,FVG,W,3.32,3.52,三推顶 3.14→3.17→3.32 回撤 69%/86% | 周线FVG [3.32-3.52] | 空: 入¥3.32 止¥3.56 标¥2.88 R:R 1.9
600768,宁波富邦,bottom,LONG,1.5,,12.54,2026-07-22,12.38,2026-07-22,miss,2/5,"R2,R3,R4",,True,0.585,True,OB,W,12.04,12.89,三推底 14.96→14.71→12.38 反弹 79%/66% | 周线OB [12.04-12.89] | 多: 入¥12.38 止¥11.92 标¥17.32 R:R 10.7
600855,航天长峰,bottom,LONG,1.5,,11.16,2026-07-22,11.11,2026-07-22,miss,2/5,"R2,R3,R4",,True,0.522,True,FVG,W,10.74,12.51,三推底 13.37→12.66→11.11 反弹 65%/80% | 周线FVG [10.74-12.51] | 多: 入¥11.11 止¥10.63 标¥15.45 R:R 9.1
601377,兴业证券,top,SHORT,1.5,,6.13,2026-07-22,6.35,2026-07-01,miss,1/5,"R1,R2,R3,R4",,True,0.254,True,FVG,W,6.21,6.43,三推顶 6.15→6.26→6.35 回撤 65%/62% | 周线FVG [6.21-6.43] | 空: 入¥6.35 止¥6.49 标¥5.63 R:R 5.0
