ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000757,浩物股份,top,SHORT,2.0,,4.01,2026-05-29,4.98,2026-05-11,miss,2/5,"R1,R3,R4",,True,0.694,True,OB+FVG,W,4.97,6.48,三推顶 4.86→4.87→4.98 回撤 81%/78% | 周线OB+FVG [4.97-6.48] | 空: 入¥4.98 止¥6.54 标¥4.43 R:R 0.4
301119,正强股份,bottom,LONG,2.0,,34.32,2026-05-29,34.18,2026-05-29,miss,2/5,"R1,R2,R4",,True,0.737,True,OB+FVG,W,34.01,35.48,三推底 40.15→39.33→34.18 反弹 78%/70% | 周线OB+FVG [34.01-35.48] | 多: 入¥34.18 止¥33.67 标¥49.01 R:R 29.1
600477,杭萧钢构,bottom,LONG,2.0,,2.73,2026-05-29,2.73,2026-05-29,miss,2/5,"R2,R3,R4",,True,0.722,True,OB+FVG,W,2.65,2.8,三推底 3.03→2.91→2.73 反弹 75%/67% | 周线OB+FVG [2.65-2.80] | 多: 入¥2.73 止¥2.62 标¥3.31 R:R 5.4
601825,沪农商行,top,SHORT,2.0,,8.5,2026-05-29,9.31,2026-04-15,miss,1/5,"R1,R2,R3,R4",,True,0.355,True,OB+FVG,W,9.01,9.33,三推顶 8.70→8.96→9.31 回撤 70%/61% | 周线OB+FVG [9.01-9.33] | 空: 入¥9.31 止¥9.42 标¥8.20 R:R 9.8
603477,巨星农牧,top,SHORT,2.0,,15.86,2026-05-29,19.39,2026-05-14,miss,2/5,"R1,R2,R3",,True,0.599,True,OB+FVG,W,18.36,19.51,三推顶 19.08→19.23→19.39 回撤 85%/73% | 周线OB+FVG [18.36-19.51] | 空: 入¥19.39 止¥19.71 标¥16.95 R:R 7.7
603778,国晟科技,bottom,LONG,2.0,,16.72,2026-05-29,16.61,2026-05-29,miss,2/5,"R1,R3,R4",,True,0.398,True,OB+FVG,W,13.56,17.37,三推底 25.12→21.00→16.61 反弹 65%/67% | 周线OB+FVG [13.56-17.37] | 多: 入¥16.61 止¥13.42 标¥28.00 R:R 3.6
603816,顾家家居,bottom,LONG,2.0,,29.08,2026-05-29,28.06,2026-05-28,loose,4/5,R2,0.197,True,0.371,True,FVG,W,27.75,28.27,"三推底 32.65→28.33→28.06 反弹 83%/86% | MACD宽松底背离 (4/5, 差R2, 强度 0.20) | 周线FVG [27.75-28.27] | 多: 入¥28.06 止¥27.47 标¥34.93 R:R 11.7"
688726,拉普拉斯,bottom,LONG,2.0,,59.05,2026-05-29,58.32,2026-05-29,miss,2/5,"R1,R3,R4",,True,0.794,True,OB+FVG,W,57.98,67.68,三推底 67.18→63.59→58.32 反弹 80%/76% | 周线OB+FVG [57.98-67.68] | 多: 入¥58.32 止¥57.40 标¥76.48 R:R 19.7
000027,深圳能源,top,SHORT,1.5,,8.08,2026-05-29,8.45,2026-05-29,miss,1/5,"R1,R2,R3,R4",,True,0.061,True,OB,W,6.93,8.48,三推顶 7.60→8.08→8.45 回撤 60%/88% | 周线OB [6.93-8.48] | 空: 入¥8.45 止¥8.56 标¥6.82 R:R 14.2
000626,远大控股,top,SHORT,1.5,,7.45,2026-05-29,9.64,2026-05-08,miss,2/5,"R1,R2,R4",,True,0.434,True,OB,W,6.43,9.76,三推顶 9.20→9.60→9.64 回撤 79%/62% | 周线OB [6.43-9.76] | 空: 入¥9.64 止¥9.86 标¥8.23 R:R 6.5
000633,合金投资,bottom,LONG,1.5,,5.57,2026-05-29,5.54,2026-05-29,loose,4/5,R4,0.174,False,,True,OB+FVG,W,5.5,5.96,"MACD宽松底背离 (4/5, 差R4, 强度 0.17) | 周线OB+FVG [5.50-5.96] | 多: 入¥5.54 止¥5.45（无明确目标，仅PDA命中）"
000685,中山公用,top,SHORT,1.5,,11.46,2026-05-29,13.04,2026-05-19,miss,2/5,"R2,R3,R4",,True,0.74,True,OB,W,12.29,13.7,三推顶 11.36→11.89→13.04 回撤 79%/71% | 周线OB [12.29-13.70] | 空: 入¥13.04 止¥13.84 标¥10.38 R:R 3.3
001278,一彬科技,top,SHORT,1.5,,18.25,2026-05-29,23.8,2026-05-08,miss,2/5,"R1,R3,R4",,True,0.631,True,OB,W,21.64,23.8,三推顶 22.10→23.38→23.80 回撤 85%/76% | 周线OB [21.64-23.80] | 空: 入¥23.80 止¥24.04 标¥20.92 R:R 12.1
001324,长青科技,bottom,LONG,1.5,,18.26,2026-05-29,18.14,2026-05-29,miss,1/5,"R1,R2,R3,R4",,True,0.743,True,OB,W,17.72,19.52,三推底 20.58→19.81→18.14 反弹 69%/74% | 周线OB [17.72-19.52] | 多: 入¥18.14 止¥17.54 标¥21.85 R:R 6.2
001395,亚联机械,top,SHORT,1.5,,35.6,2026-05-29,40.88,2026-04-22,miss,1/5,"R1,R2,R3,R4",,True,0.599,True,FVG,W,39.99,41.66,三推顶 39.78→39.98→40.88 回撤 75%/87% | 周线FVG [39.99-41.66] | 空: 入¥40.88 止¥42.08 标¥37.00 R:R 3.2
