ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000537,绿发电力,bottom,LONG,2.0,,8.61,2026-06-15,8.47,2026-06-11,miss,2/5,"R2,R3,R4",,True,0.767,True,OB+FVG,W,8.33,8.8,三推底 10.45→9.85→8.47 反弹 76%/81% | 周线OB+FVG [8.33-8.80] | 多: 入¥8.47 止¥8.25 标¥11.72 R:R 14.6
002195,岩山科技,bottom,LONG,2.0,,7.08,2026-06-15,6.72,2026-06-11,miss,1/5,"R1,R2,R3,R4",,True,0.549,True,OB+FVG,W,6.46,6.82,三推底 8.57→8.28→6.72 反弹 68%/81% | 周线OB+FVG [6.46-6.82] | 多: 入¥6.72 止¥6.40 标¥9.41 R:R 8.3
300671,富满微,bottom,LONG,2.0,,52.85,2026-06-15,39.92,2026-06-08,miss,1/5,"R1,R2,R3,R4",,True,0.828,True,OB+FVG,W,35.85,40.43,三推底 49.94→49.01→39.92 反弹 75%/80% | 周线OB+FVG [35.85-40.43] | 多: 入¥39.92 止¥35.49 标¥55.34 R:R 3.5
301232,飞沃科技,bottom,LONG,2.0,,119.5,2026-06-15,113.88,2026-06-11,miss,2/5,"R1,R3,R4",,True,0.113,True,OB+FVG,W,108.59,155.14,三推底 139.78→130.83→113.88 反弹 61%/88% | 周线OB+FVG [108.59-155.14] | 多: 入¥113.88 止¥107.50 标¥153.97 R:R 6.3
600111,北方稀土,bottom,LONG,2.0,,50.47,2026-06-15,46.57,2026-06-08,miss,1/5,"R1,R2,R3,R4",,True,0.381,True,OB+FVG,W,46.42,51.55,三推底 48.40→47.77→46.57 反弹 63%/82% | 周线OB+FVG [46.42-51.55] | 多: 入¥46.57 止¥45.96 标¥52.69 R:R 10.0
603037,XD凯众股,bottom,LONG,2.0,,12.0,2026-06-15,11.51,2026-06-11,miss,1/5,"R1,R2,R3,R4",,True,0.611,True,OB+FVG,W,11.29,11.94,三推底 14.41→13.67→11.51 反弹 85%/73% | 周线OB+FVG [11.29-11.94] | 多: 入¥11.51 止¥11.18 标¥15.62 R:R 12.3
603477,巨星农牧,top,SHORT,2.0,,14.2,2026-06-15,19.39,2026-05-14,miss,2/5,"R1,R2,R3",,True,0.599,True,OB+FVG,W,18.36,19.51,三推顶 19.08→19.23→19.39 回撤 85%/73% | 周线OB+FVG [18.36-19.51] | 空: 入¥19.39 止¥19.71 标¥16.95 R:R 7.7
000027,深圳能源,top,SHORT,1.5,,7.29,2026-06-15,8.45,2026-05-29,miss,1/5,"R1,R2,R3,R4",,True,0.061,True,OB,W,6.93,8.48,三推顶 7.60→8.08→8.45 回撤 60%/88% | 周线OB [6.93-8.48] | 空: 入¥8.45 止¥8.56 标¥6.82 R:R 14.2
000400,许继电气,bottom,LONG,1.5,,22.89,2026-06-15,21.41,2026-06-11,miss,2/5,"R2,R3,R4",,True,0.507,True,OB,W,21.4,22.1,三推底 26.01→25.73→21.41 反弹 80%/85% | 周线OB [21.40-22.10] | 多: 入¥21.41 止¥21.19 标¥27.96 R:R 29.2
000543,皖能电力,top,SHORT,1.5,,8.68,2026-06-15,9.94,2026-06-01,miss,1/5,"R1,R2,R3,R4",,True,0.492,True,OB,W,8.66,10.09,三推顶 8.31→9.08→9.94 回撤 70%/65% | 周线OB [8.66-10.09] | 空: 入¥9.94 止¥10.19 标¥7.91 R:R 8.1
002064,华峰化学,bottom,LONG,1.5,,10.92,2026-06-15,9.8,2026-06-11,miss,1/5,"R1,R2,R3,R4",,True,0.392,True,FVG,W,9.74,10.09,三推底 9.91→9.85→9.80 反弹 65%/83% | 周线FVG [9.74-10.09] | 多: 入¥9.80 止¥9.64 标¥10.82 R:R 6.5
002161,远 望 谷,bottom,LONG,1.5,,5.6,2026-06-15,5.41,2026-06-11,miss,3/5,"R3,R4",,True,0.777,True,OB,W,5.25,5.74,三推底 6.57→6.44→5.41 反弹 74%/70% | 周线OB [5.25-5.74] | 多: 入¥5.41 止¥5.20 标¥7.29 R:R 8.8
002365,永安药业,bottom,LONG,1.5,,10.87,2026-06-15,10.8,2026-06-15,loose,4/5,R4,0.167,False,,True,OB+FVG,W,10.57,12.62,"MACD宽松底背离 (4/5, 差R4, 强度 0.17) | 周线OB+FVG [10.57-12.62] | 多: 入¥10.80 止¥10.46（无明确目标，仅PDA命中）"
002429,兆驰股份,bottom,LONG,1.5,,11.16,2026-06-15,10.24,2026-06-12,miss,1/5,"R1,R2,R3,R4",,True,0.257,True,OB,W,9.26,11.1,三推底 11.20→11.01→10.24 反弹 88%/65% | 周线OB [9.26-11.10] | 多: 入¥10.24 止¥9.17 标¥12.89 R:R 2.5
002562,兄弟科技,bottom,LONG,1.5,,4.89,2026-06-15,4.65,2026-06-08,miss,2/5,"R2,R3,R4",,True,0.491,True,OB,W,4.32,4.68,三推底 5.77→5.42→4.65 反弹 80%/86% | 周线OB [4.32-4.68] | 多: 入¥4.65 止¥4.28 标¥6.21 R:R 4.2
002848,高斯贝尔,bottom,LONG,1.5,,13.11,2026-06-15,12.6,2026-06-12,miss,2/5,"R1,R3,R4",,True,0.509,True,FVG,W,12.24,12.67,三推底 16.39→15.36→12.60 反弹 84%/80% | 周线FVG [12.24-12.67] | 多: 入¥12.60 止¥12.12 标¥17.66 R:R 10.5
002931,锋龙股份,bottom,LONG,1.5,,65.4,2026-06-15,64.01,2026-06-12,loose,4/5,R2,0.234,False,,True,OB+FVG,W,51.8,69.88,"MACD宽松底背离 (4/5, 差R2, 强度 0.23) | 周线OB+FVG [51.80-69.88] | 多: 入¥64.01 止¥51.28（无明确目标，仅PDA命中）"
300174,元力股份,bottom,LONG,1.5,,25.88,2026-06-15,23.0,2026-06-12,miss,2/5,"R1,R3,R4",,True,0.663,True,FVG,W,22.92,25.13,三推底 25.13→23.07→23.00 反弹 77%/83% | 周线FVG [22.92-25.13] | 多: 入¥23.00 止¥22.69 标¥29.50 R:R 21.0
300454,深信服,bottom,LONG,1.5,,101.92,2026-06-15,97.77,2026-06-12,miss,1/5,"R1,R2,R3,R4",,True,0.225,True,FVG,W,90.7,100.33,三推底 118.01→105.02→97.77 反弹 64%/87% | 周线FVG [90.70-100.33] | 多: 入¥97.77 止¥89.79 标¥129.92 R:R 4.0
300581,晨曦航空,bottom,LONG,1.5,,13.06,2026-06-15,10.15,2026-06-08,loose,4/5,R4,0.202,False,,True,OB+FVG,W,9.26,10.35,"MACD宽松底背离 (4/5, 差R4, 强度 0.20) | 周线OB+FVG [9.26-10.35] | 多: 入¥10.15 止¥9.17（无明确目标，仅PDA命中）"
300818,耐普矿机,bottom,LONG,1.5,,23.07,2026-06-15,21.03,2026-06-11,miss,2/5,"R2,R3,R4",,True,0.83,True,OB,W,20.93,23.01,三推底 24.64→23.50→21.03 反弹 79%/74% | 周线OB [20.93-23.01] | 多: 入¥21.03 止¥20.72 标¥26.55 R:R 17.8
301119,正强股份,bottom,LONG,1.5,,32.57,2026-06-15,31.37,2026-06-11,miss,2/5,"R1,R2,R4",,True,0.737,True,FVG,W,30.81,34.28,三推底 40.15→39.33→31.37 反弹 78%/70% | 周线FVG [30.81-34.28] | 多: 入¥31.37 止¥30.50 标¥49.01 R:R 20.3
301246,宏源药业,bottom,LONG,1.5,,27.01,2026-06-15,26.5,2026-06-08,miss,2/5,"R1,R3,R4",,True,0.328,True,FVG,W,24.69,30.26,三推底 31.28→30.11→26.50 反弹 88%/68% | 周线FVG [24.69-30.26] | 多: 入¥26.50 止¥24.44 标¥35.58 R:R 4.4
301362,民爆光电,top,SHORT,1.5,,225.26,2026-06-15,225.26,2026-06-15,miss,2/5,"R2,R3,R4",,True,0.467,True,OB,W,175.21,238.73,三推顶 202.02→205.31→225.26 回撤 62%/72% | 周线OB [175.21-238.73] | 空: 入¥225.26 止¥241.12 标¥151.99 R:R 4.6
301456,盘古智能,bottom,LONG,1.5,,26.17,2026-06-15,24.87,2026-06-10,miss,3/5,"R3,R4",,True,0.532,True,OB,W,23.68,24.98,三推底 30.42→29.26→24.87 反弹 71%/65% | 周线OB [23.68-24.98] | 多: 入¥24.87 止¥23.44 标¥32.46 R:R 5.3
600098,广州发展,top,SHORT,1.5,,6.93,2026-06-15,8.24,2026-06-04,miss,1/5,"R1,R2,R3,R4",,True,0.876,True,OB,W,7.29,8.5,三推顶 7.29→7.71→8.24 回撤 78%/76% | 周线OB [7.29-8.50] | 空: 入¥8.24 止¥8.59 标¥6.88 R:R 3.9
600149,廊坊发展,top,SHORT,1.5,,4.96,2026-06-15,6.89,2026-05-19,miss,1/5,"R1,R2,R3,R4",,True,0.195,True,OB,W,5.92,7.66,三推顶 6.50→6.74→6.89 回撤 61%/65% | 周线OB [5.92-7.66] | 空: 入¥6.89 止¥7.74 标¥5.63 R:R 1.5
600350,山东高速,bottom,LONG,1.5,,11.05,2026-06-15,10.81,2026-06-11,miss,1/5,"R1,R2,R3,R4",,True,0.438,True,OB,W,10.5,11.24,三推底 11.66→11.08→10.81 反弹 67%/66% | 周线OB [10.50-11.24] | 多: 入¥10.81 止¥10.39 标¥12.60 R:R 4.3
600461,洪城环境,top,SHORT,1.5,,9.41,2026-06-15,10.54,2026-05-20,miss,2/5,"R2,R3,R4",,True,0.198,True,OB,W,10.23,10.55,三推顶 10.13→10.51→10.54 回撤 90%/66% | 周线OB [10.23-10.55] | 空: 入¥10.54 止¥10.66 标¥9.45 R:R 9.4
600477,杭萧钢构,bottom,LONG,1.5,,2.62,2026-06-15,2.5,2026-06-11,miss,2/5,"R2,R3,R4",,True,0.722,True,OB,W,2.44,2.51,三推底 3.03→2.91→2.50 反弹 75%/67% | 周线OB [2.44-2.51] | 多: 入¥2.50 止¥2.42 标¥3.31 R:R 9.6
