ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000899,赣能股份,bottom,LONG,2.0,,9.65,2026-08-28,9.32,2026-08-24,miss,2/5,"R2,R3,R4",,True,0.894,True,OB+FVG,W,9.08,9.51,三推底 10.60→10.29→9.32 反弹 78%/75% | 周线OB+FVG [9.08-9.51] | 多: 入¥9.32 止¥8.99 标¥11.77 R:R 7.4
601921,浙版传媒,top,SHORT,2.0,,7.41,2026-08-28,7.73,2026-08-18,miss,2/5,"R1,R3,R4",,True,0.075,True,OB+FVG,W,7.14,7.8,三推顶 7.21→7.49→7.73 回撤 60%/62% | 周线OB+FVG [7.14-7.80] | 空: 入¥7.73 止¥7.88 标¥6.63 R:R 7.4
603071,物产环能,top,SHORT,2.0,,12.67,2026-08-28,13.2,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.397,True,OB+FVG,W,12.92,14.11,三推顶 11.82→12.16→13.20 回撤 66%/66% | 周线OB+FVG [12.92-14.11] | 空: 入¥13.20 止¥14.25 标¥10.89 R:R 2.2
603558,健盛集团,top,SHORT,2.0,,11.98,2026-08-28,12.94,2026-07-30,miss,1/5,"R1,R2,R3,R4",,True,0.854,True,OB+FVG,W,12.76,13.67,三推顶 12.20→12.28→12.94 回撤 73%/78% | 周线OB+FVG [12.76-13.67] | 空: 入¥12.94 止¥13.81 标¥10.97 R:R 2.3
000019,深粮控股,top,SHORT,1.5,,7.32,2026-08-28,7.41,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.515,True,FVG,W,7.1,7.56,三推顶 6.31→6.96→7.41 回撤 80%/65% | 周线FVG [7.10-7.56] | 空: 入¥7.41 止¥7.64 标¥5.87 R:R 6.8
000573,粤宏远Ａ,top,SHORT,1.5,,3.84,2026-08-28,3.86,2026-08-28,miss,1/5,"R1,R3,R4,R5",,True,0.494,True,FVG,W,3.66,3.93,三推顶 3.66→3.81→3.86 回撤 61%/76% | 周线FVG [3.66-3.93] | 空: 入¥3.86 止¥3.97 标¥3.35 R:R 4.7
000737,北方铜业,top,SHORT,1.5,,15.37,2026-08-28,15.69,2026-08-26,miss,2/5,"R1,R3,R4",,True,0.601,True,FVG,W,15.23,16.17,三推顶 14.69→14.95→15.69 回撤 65%/73% | 周线FVG [15.23-16.17] | 空: 入¥15.69 止¥16.33 标¥12.71 R:R 4.6
000755,山西高速,top,SHORT,1.5,,4.83,2026-08-28,4.84,2026-08-17,miss,1/5,"R1,R2,R3,R4",,True,0.784,True,FVG,W,4.77,4.98,三推顶 4.77→4.80→4.84 回撤 75%/81% | 周线FVG [4.77-4.98] | 空: 入¥4.84 止¥5.03 标¥4.45 R:R 2.1
002009,天奇股份,top,SHORT,1.5,,16.47,2026-08-28,18.57,2026-08-04,miss,2/5,"R1,R3,R4",,True,0.414,True,OB,W,18.42,22.44,三推顶 16.14→16.60→18.57 回撤 79%/62% | 周线OB [18.42-22.44] | 空: 入¥18.57 止¥22.66 标¥15.27 R:R 0.8
002016,世荣兆业,top,SHORT,1.5,,4.75,2026-08-28,4.79,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.63,True,OB,W,4.59,5.02,三推顶 4.66→4.67→4.79 回撤 74%/85% | 周线OB [4.59-5.02] | 空: 入¥4.79 止¥5.07 标¥4.32 R:R 1.7
002019,亿帆医药,top,SHORT,1.5,,10.03,2026-08-28,10.92,2026-08-20,miss,2/5,"R1,R2,R3",,True,0.217,True,FVG,W,10.87,11.1,三推顶 10.36→10.90→10.92 回撤 64%/88% | 周线FVG [10.87-11.10] | 空: 入¥10.92 止¥11.21 标¥9.80 R:R 3.8
002079,苏州固锝,top,SHORT,1.5,,9.35,2026-08-28,10.14,2026-08-17,miss,2/5,"R1,R3,R4",,True,0.793,True,FVG,W,9.7,13.0,三推顶 9.08→9.18→10.14 回撤 79%/72% | 周线FVG [9.70-13.00] | 空: 入¥10.14 止¥13.13 标¥8.33 R:R 0.6
002128,电投能源,top,SHORT,1.5,,29.11,2026-08-28,29.14,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.601,True,OB,W,29.01,31.14,三推顶 27.89→28.19→29.14 回撤 82%/70% | 周线OB [29.01-31.14] | 空: 入¥29.14 止¥31.45 标¥25.13 R:R 1.7
002327,富安娜,top,SHORT,1.5,,6.36,2026-08-28,6.73,2026-08-24,miss,2/5,"R1,R3,R4",,True,0.306,True,FVG,W,6.45,6.75,三推顶 6.46→6.56→6.73 回撤 64%/84% | 周线FVG [6.45-6.75] | 空: 入¥6.73 止¥6.82 标¥5.91 R:R 9.4
002463,沪电股份,bottom,LONG,1.5,,121.7,2026-08-28,112.22,2026-08-25,miss,1/5,"R1,R2,R3,R4",,True,0.658,True,OB,W,101.8,114.46,三推底 120.29→112.50→112.22 反弹 68%/78% | 周线OB [101.80-114.46] | 多: 入¥112.22 止¥100.78 标¥127.77 R:R 1.4
002466,天齐锂业,top,SHORT,1.5,,50.1,2026-08-28,50.98,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.363,True,FVG,W,50.98,56.79,三推顶 49.79→50.88→50.98 回撤 66%/85% | 周线FVG [50.98-56.79] | 空: 入¥50.98 止¥57.36 标¥43.88 R:R 1.1
002468,申通快递,top,SHORT,1.5,,14.05,2026-08-28,14.87,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.568,True,FVG,W,14.19,15.87,三推顶 14.52→14.86→14.87 回撤 72%/65% | 周线FVG [14.19-15.87] | 空: 入¥14.87 止¥16.03 标¥13.18 R:R 1.5
002475,立讯精密,bottom,LONG,1.5,,56.6,2026-08-28,52.8,2026-08-20,miss,3/5,"R2,R3",,True,0.252,True,FVG,W,51.11,57.5,三推底 59.80→53.12→52.80 反弹 84%/61% | 周线FVG [51.11-57.50] | 多: 入¥52.80 止¥50.60 标¥63.02 R:R 4.6
002543,万和电气,top,SHORT,1.5,,7.25,2026-08-28,8.29,2026-08-20,miss,1/5,"R1,R2,R3,R4",,True,0.142,True,OB,W,8.24,8.43,三推顶 6.84→7.33→8.29 回撤 64%/60% | 周线OB [8.24-8.43] | 空: 入¥8.29 止¥8.51 标¥6.26 R:R 9.1
002773,康弘药业,bottom,LONG,1.5,,20.54,2026-08-27,20.3,2026-08-25,miss,2/5,"R1,R2,R3",,True,0.179,True,OB,W,19.35,20.57,三推底 21.55→20.91→20.30 反弹 90%/85% | 周线OB [19.35-20.57] | 多: 入¥20.30 止¥19.16 标¥24.13 R:R 3.3
002959,小熊电器,top,SHORT,1.5,,32.73,2026-08-27,35.08,2026-08-10,miss,2/5,"R1,R3,R4",,True,0.276,True,FVG,W,34.7,35.74,三推顶 33.42→34.02→35.08 回撤 67%/89% | 周线FVG [34.70-35.74] | 空: 入¥35.08 止¥36.10 标¥30.80 R:R 4.2
300105,龙源技术,bottom,LONG,1.5,,7.69,2026-08-27,7.38,2026-08-24,miss,1/5,"R1,R2,R3,R4",,True,0.803,True,OB,W,6.74,7.49,三推底 9.07→7.43→7.38 反弹 71%/73% | 周线OB [6.74-7.49] | 多: 入¥7.38 止¥6.67 标¥10.34 R:R 4.2
300710,万隆光电,top,SHORT,1.5,,30.08,2026-08-27,32.27,2026-08-20,miss,1/5,"R1,R2,R3,R4",,True,0.377,True,OB,W,32.02,38.38,三推顶 27.39→29.18→32.27 回撤 80%/61% | 周线OB [32.02-38.38] | 空: 入¥32.27 止¥38.76 标¥24.49 R:R 1.2
300738,奥飞数据,top,SHORT,1.5,,20.86,2026-08-27,24.18,2026-08-14,miss,2/5,"R1,R3,R4",,True,0.59,True,FVG,W,22.35,24.3,三推顶 22.00→23.99→24.18 回撤 74%/64% | 周线FVG [22.35-24.30] | 空: 入¥24.18 止¥24.54 标¥20.80 R:R 9.3
301177,迪阿股份,top,SHORT,1.5,,26.38,2026-08-27,28.73,2026-08-26,miss,2/5,"R1,R3,R4",,True,0.499,True,OB,W,25.66,32.6,三推顶 21.70→24.07→28.73 回撤 79%/64% | 周线OB [25.66-32.60] | 空: 入¥28.73 止¥32.93 标¥20.35 R:R 2.0
301190,善水科技,top,SHORT,1.5,,20.11,2026-08-27,21.8,2026-08-25,miss,2/5,"R1,R3,R4",,True,0.889,True,FVG,W,20.95,22.22,三推顶 19.20→20.90→21.80 回撤 73%/73% | 周线FVG [20.95-22.22] | 空: 入¥21.80 止¥22.44 标¥17.05 R:R 7.4
301449,天溯计量,top,SHORT,1.5,,47.86,2026-08-27,48.55,2026-08-27,miss,2/5,"R1,R3,R4",,True,0.852,True,FVG,W,43.49,61.16,三推顶 41.85→45.02→48.55 回撤 75%/79% | 周线FVG [43.49-61.16] | 空: 入¥48.55 止¥61.77 标¥36.98 R:R 0.9
600195,中牧股份,top,SHORT,1.5,,6.89,2026-08-28,6.96,2026-08-26,miss,1/5,"R1,R2,R3,R4",,True,0.427,True,FVG,W,6.93,7.12,三推顶 6.36→6.76→6.96 回撤 78%/61% | 周线FVG [6.93-7.12] | 空: 入¥6.96 止¥7.19 标¥5.85 R:R 4.8
600299,安迪苏,top,SHORT,1.5,,8.82,2026-08-28,8.89,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.629,True,FVG,W,8.69,9.53,三推顶 8.78→8.86→8.89 回撤 74%/86% | 周线FVG [8.69-9.53] | 空: 入¥8.89 止¥9.63 标¥7.96 R:R 1.3
600329,达仁堂,bottom,LONG,1.5,,36.43,2026-08-28,35.32,2026-08-21,miss,1/5,"R1,R2,R3,R4",,True,0.626,True,FVG,W,34.86,36.09,三推底 36.60→36.10→35.32 反弹 77%/84% | 周线FVG [34.86-36.09] | 多: 入¥35.32 止¥34.51 标¥40.30 R:R 6.2
600395,盘江股份,top,SHORT,1.5,,5.74,2026-08-28,5.76,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.784,True,OB,W,5.62,6.3,三推顶 4.75→4.92→5.76 回撤 69%/74% | 周线OB [5.62-6.30] | 空: 入¥5.76 止¥6.36 标¥4.49 R:R 2.1
600409,三友化工,top,SHORT,1.5,,7.44,2026-08-28,7.5,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.658,True,FVG,W,7.35,8.14,三推顶 6.86→7.02→7.50 回撤 65%/75% | 周线FVG [7.35-8.14] | 空: 入¥7.50 止¥8.22 标¥6.20 R:R 1.8
600436,片仔癀,bottom,LONG,1.5,,127.3,2026-08-28,121.05,2026-08-24,miss,1/5,"R1,R2,R3,R4",,True,0.399,True,FVG,W,119.34,130.2,三推底 132.21→130.20→121.05 反弹 78%/60% | 周线FVG [119.34-130.20] | 多: 入¥121.05 止¥118.15 标¥152.00 R:R 10.7
600508,上海能源,top,SHORT,1.5,,12.12,2026-08-28,12.85,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.59,True,OB,W,12.8,14.46,三推顶 8.63→8.92→12.85 回撤 75%/63% | 周线OB [12.80-14.46] | 空: 入¥12.85 止¥14.60 标¥8.23 R:R 2.6
600587,新华医疗,bottom,LONG,1.5,,12.6,2026-08-28,12.21,2026-08-24,miss,2/5,"R1,R3,R4",,True,0.377,True,OB,W,11.5,12.44,三推底 12.34→12.31→12.21 反弹 81%/62% | 周线OB [11.50-12.44] | 多: 入¥12.21 止¥11.38 标¥13.38 R:R 1.4
600740,山西焦化,top,SHORT,1.5,,3.96,2026-08-28,3.98,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.477,True,OB,W,3.84,4.22,三推顶 3.60→3.79→3.98 回撤 83%/68% | 周线OB [3.84-4.22] | 空: 入¥3.98 止¥4.26 标¥3.42 R:R 2.0
600961,株冶集团,bottom,LONG,1.5,,28.02,2026-08-28,25.7,2026-08-25,miss,1/5,"R1,R2,R3,R4",,True,0.187,True,FVG,W,22.09,26.42,三推底 28.22→26.88→25.70 反弹 62%/64% | 周线FVG [22.09-26.42] | 多: 入¥25.70 止¥21.87 标¥30.80 R:R 1.3
600997,开滦股份,top,SHORT,1.5,,5.86,2026-08-28,5.89,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.687,True,OB,W,5.42,5.95,三推顶 5.45→5.77→5.89 回撤 80%/70% | 周线OB [5.42-5.95] | 空: 入¥5.89 止¥6.01 标¥5.01 R:R 7.4
601015,陕西黑猫,top,SHORT,1.5,,3.82,2026-08-28,3.84,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.586,True,OB,W,3.54,4.4,三推顶 3.55→3.71→3.84 回撤 77%/65% | 周线OB [3.54-4.40] | 空: 入¥3.84 止¥4.44 标¥3.24 R:R 1.0
601113,华鼎股份,top,SHORT,1.5,,3.55,2026-08-28,3.55,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.903,True,FVG,W,3.45,3.66,三推顶 3.44→3.49→3.55 回撤 77%/76% | 周线FVG [3.45-3.66] | 空: 入¥3.55 止¥3.70 标¥3.18 R:R 2.5
601609,金田股份,top,SHORT,1.5,,12.98,2026-08-28,13.55,2026-08-25,miss,1/5,"R1,R2,R3,R4",,True,0.534,True,OB,W,12.6,14.54,三推顶 10.14→10.48→13.55 回撤 73%/63% | 周线OB [12.60-14.54] | 空: 入¥13.55 止¥14.69 标¥9.43 R:R 3.6
603477,巨星农牧,bottom,LONG,1.5,,15.2,2026-08-28,13.79,2026-08-19,miss,1/5,"R1,R2,R3,R4",,True,0.639,True,OB,W,12.67,14.25,三推底 15.06→14.36→13.79 反弹 78%/67% | 周线OB [12.67-14.25] | 多: 入¥13.79 止¥12.54 标¥16.73 R:R 2.4
605169,洪通燃气,top,SHORT,1.5,,12.21,2026-08-28,12.41,2026-08-26,miss,2/5,"R1,R3,R4",,True,0.498,True,FVG,W,11.99,12.93,三推顶 9.55→9.63→12.41 回撤 83%/68% | 周线FVG [11.99-12.93] | 空: 入¥12.41 止¥13.06 标¥8.78 R:R 5.6
688230,芯导科技,top,SHORT,1.5,,57.1,2026-08-28,59.14,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.087,True,FVG,W,57.0,70.0,三推顶 50.95→58.20→59.14 回撤 62%/60% | 周线FVG [57.00-70.00] | 空: 入¥59.14 止¥70.70 标¥46.12 R:R 1.1
688293,奥浦迈,bottom,LONG,1.5,,55.1,2026-08-28,54.94,2026-08-28,miss,2/5,"R1,R3,R4",,True,0.373,True,OB,W,49.2,56.33,三推底 61.30→59.87→54.94 反弹 82%/63% | 周线OB [49.20-56.33] | 多: 入¥54.94 止¥48.71 标¥71.88 R:R 2.7
688330,宏力达,top,SHORT,1.5,,34.92,2026-08-28,36.18,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.249,True,FVG,W,35.98,37.41,三推顶 32.66→34.06→36.18 回撤 86%/63% | 周线FVG [35.98-37.41] | 空: 入¥36.18 止¥37.78 标¥30.84 R:R 3.3
688686,奥普特,top,SHORT,1.5,,136.0,2026-08-28,137.18,2026-08-27,miss,1/5,"R1,R2,R3,R4",,True,0.458,True,FVG,W,126.96,146.36,三推顶 126.40→126.60→137.18 回撤 83%/66% | 周线FVG [126.96-146.36] | 空: 入¥137.18 止¥147.82 标¥110.60 R:R 2.5
