ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000899,赣能股份,bottom,LONG,2.0,,9.62,2026-09-09,9.29,2026-09-07,miss,2/5,"R2,R3,R4",,True,0.894,True,OB+FVG,W,9.08,9.51,三推底 10.60→10.29→9.29 反弹 78%/75% | 周线OB+FVG [9.08-9.51] | 多: 入¥9.29 止¥8.99 标¥11.77 R:R 8.2
600251,冠农股份,top,SHORT,2.0,,12.05,2026-09-09,12.31,2026-09-09,miss,2/5,"R1,R3,R4",,True,0.897,True,OB+FVG,W,11.48,13.14,三推顶 10.68→11.77→12.31 回撤 73%/76% | 周线OB+FVG [11.48-13.14] | 空: 入¥12.31 止¥13.27 标¥9.94 R:R 2.5
601921,浙版传媒,top,SHORT,2.0,,7.54,2026-09-09,7.8,2026-09-08,miss,1/5,"R1,R2,R3,R4",,True,0.312,True,OB+FVG,W,7.14,7.8,三推顶 7.49→7.73→7.80 回撤 62%/83% | 周线OB+FVG [7.14-7.80] | 空: 入¥7.80 止¥7.88 标¥6.86 R:R 12.1
603071,物产环能,top,SHORT,2.0,,12.77,2026-09-09,13.2,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.397,True,OB+FVG,W,12.92,14.11,三推顶 11.82→12.16→13.20 回撤 66%/66% | 周线OB+FVG [12.92-14.11] | 空: 入¥13.20 止¥14.25 标¥10.89 R:R 2.2
603355,莱克电气,top,SHORT,2.0,,30.09,2026-09-09,30.7,2026-09-09,miss,3/5,"R2,R3",,True,0.378,True,OB+FVG,W,29.98,34.28,三推顶 29.50→30.37→30.70 回撤 64%/83% | 周线OB+FVG [29.98-34.28] | 空: 入¥30.70 止¥34.62 标¥24.45 R:R 1.6
000573,粤宏远Ａ,top,SHORT,1.5,,3.84,2026-09-09,3.93,2026-09-01,miss,2/5,"R1,R3,R4",,True,0.494,True,FVG,W,3.66,3.93,三推顶 3.66→3.81→3.93 回撤 61%/76% | 周线FVG [3.66-3.93] | 空: 入¥3.93 止¥3.97 标¥3.35 R:R 14.8
000737,北方铜业,top,SHORT,1.5,,16.47,2026-09-09,17.2,2026-09-09,miss,2/5,"R2,R3,R4",,True,0.665,True,OB,W,16.72,21.5,三推顶 14.95→15.69→17.20 回撤 73%/83% | 周线OB [16.72-21.50] | 空: 入¥17.20 止¥21.71 标¥13.41 R:R 0.8
000755,山西高速,top,SHORT,1.5,,4.85,2026-09-09,4.92,2026-09-01,miss,2/5,"R1,R2,R3",,True,0.784,True,FVG,W,4.77,4.98,三推顶 4.77→4.80→4.92 回撤 75%/81% | 周线FVG [4.77-4.98] | 空: 入¥4.92 止¥5.03 标¥4.45 R:R 4.3
000813,德展健康,top,SHORT,1.5,,3.48,2026-09-09,3.77,2026-09-07,miss,3/5,"R2,R3",,True,0.633,True,OB,W,3.72,4.06,三推顶 3.48→3.61→3.77 回撤 65%/74% | 周线OB [3.72-4.06] | 空: 入¥3.77 止¥4.10 标¥3.14 R:R 1.9
000897,津滨发展,top,SHORT,1.5,,1.93,2026-09-09,1.96,2026-09-08,miss,1/5,"R1,R2,R3,R4",,True,0.286,True,OB,W,1.88,2.01,三推顶 1.79→1.84→1.96 回撤 64%/86% | 周线OB [1.88-2.01] | 空: 入¥1.96 止¥2.03 标¥1.65 R:R 4.4
