ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
000737,北方铜业,top,SHORT,2.0,,13.84,2026-08-19,14.95,2026-08-17,miss,2/5,"R1,R3,R4",,True,0.342,True,OB+FVG,W,14.09,15.52,三推顶 13.76→14.69→14.95 回撤 66%/65% | 周线OB+FVG [14.09-15.52] | 空: 入¥14.95 止¥15.68 标¥12.16 R:R 3.8
300464,星徽股份,top,SHORT,2.0,,6.67,2026-08-20,7.54,2026-08-13,miss,2/5,"R1,R3,R4",,True,0.684,True,OB+FVG,W,7.5,8.8,三推顶 6.00→6.18→7.54 回撤 66%/75% | 周线OB+FVG [7.50-8.80] | 空: 入¥7.54 止¥8.89 标¥5.42 R:R 1.6
600329,达仁堂,bottom,LONG,2.0,,35.65,2026-08-19,35.65,2026-08-19,miss,1/5,"R1,R2,R3,R4",,True,0.626,True,OB+FVG,W,35.5,38.62,三推底 36.60→36.10→35.65 反弹 77%/84% | 周线OB+FVG [35.50-38.62] | 多: 入¥35.65 止¥35.15 标¥40.30 R:R 9.2
601921,浙版传媒,top,SHORT,2.0,,7.63,2026-08-19,7.73,2026-08-18,miss,2/5,"R1,R3,R4",,True,0.075,True,OB+FVG,W,7.14,7.8,三推顶 7.21→7.49→7.73 回撤 60%/62% | 周线OB+FVG [7.14-7.80] | 空: 入¥7.73 止¥7.88 标¥6.63 R:R 7.4
603071,物产环能,top,SHORT,2.0,,12.44,2026-08-19,13.2,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.397,True,OB+FVG,W,12.92,14.11,三推顶 11.82→12.16→13.20 回撤 66%/66% | 周线OB+FVG [12.92-14.11] | 空: 入¥13.20 止¥14.25 标¥10.89 R:R 2.2
603558,健盛集团,top,SHORT,2.0,,11.98,2026-08-19,12.94,2026-07-30,miss,1/5,"R1,R2,R3,R4",,True,0.854,True,OB+FVG,W,12.76,13.67,三推顶 12.20→12.28→12.94 回撤 73%/78% | 周线OB+FVG [12.76-13.67] | 空: 入¥12.94 止¥13.81 标¥10.97 R:R 2.3
000019,深粮控股,top,SHORT,1.5,,6.77,2026-08-19,6.96,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.625,True,FVG,W,6.75,6.98,三推顶 6.15→6.31→6.96 回撤 68%/80% | 周线FVG [6.75-6.98] | 空: 入¥6.96 止¥7.05 标¥5.74 R:R 13.6
000426,兴业银锡,bottom,LONG,1.5,,35.96,2026-08-19,35.58,2026-08-19,miss,3/5,"R2,R3",,True,0.696,True,FVG,W,33.41,36.71,三推底 38.56→37.87→35.58 反弹 72%/69% | 周线FVG [33.41-36.71] | 多: 入¥35.58 止¥33.08 标¥40.99 R:R 2.2
000755,山西高速,top,SHORT,1.5,,4.75,2026-08-19,4.84,2026-08-17,miss,1/5,"R1,R2,R3,R4",,True,0.784,True,FVG,W,4.77,4.98,三推顶 4.77→4.80→4.84 回撤 75%/81% | 周线FVG [4.77-4.98] | 空: 入¥4.84 止¥5.03 标¥4.45 R:R 2.1
000782,恒申新材,top,SHORT,1.5,,7.6,2026-08-19,8.02,2026-08-10,miss,1/5,"R1,R2,R3,R4",,True,0.495,True,OB,W,7.2,8.73,三推顶 6.34→6.61→8.02 回撤 79%/64% | 周线OB [7.20-8.73] | 空: 入¥8.02 止¥8.82 标¥5.91 R:R 2.6
000933,神火股份,top,SHORT,1.5,,25.83,2026-08-19,27.75,2026-08-10,miss,2/5,"R1,R3,R4",,True,0.208,True,OB,W,25.3,28.47,三推顶 26.84→26.96→27.75 回撤 61%/85% | 周线OB [25.30-28.47] | 空: 入¥27.75 止¥28.75 标¥23.77 R:R 4.0
002007,华兰生物,top,SHORT,1.5,,13.54,2026-08-20,13.97,2026-08-20,miss,2/5,"R1,R3,R4",,True,0.652,True,FVG,W,13.89,14.14,三推顶 13.71→13.78→13.97 回撤 83%/78% | 周线FVG [13.89-14.14] | 空: 入¥13.97 止¥14.28 标¥12.55 R:R 4.6
002009,天奇股份,top,SHORT,1.5,,16.48,2026-08-20,18.57,2026-08-04,miss,2/5,"R1,R3,R4",,True,0.414,True,OB,W,18.42,22.44,三推顶 16.14→16.60→18.57 回撤 79%/62% | 周线OB [18.42-22.44] | 空: 入¥18.57 止¥22.66 标¥15.27 R:R 0.8
002019,亿帆医药,top,SHORT,1.5,,10.71,2026-08-20,10.92,2026-08-20,miss,2/5,"R1,R2,R3",,True,0.217,True,FVG,W,10.87,11.1,三推顶 10.36→10.90→10.92 回撤 64%/88% | 周线FVG [10.87-11.10] | 空: 入¥10.92 止¥11.21 标¥9.80 R:R 3.8
002079,苏州固锝,top,SHORT,1.5,,9.54,2026-08-20,10.14,2026-08-17,miss,2/5,"R1,R3,R4",,True,0.793,True,FVG,W,9.7,13.0,三推顶 9.08→9.18→10.14 回撤 79%/72% | 周线FVG [9.70-13.00] | 空: 入¥10.14 止¥13.13 标¥8.33 R:R 0.6
002160,常铝股份,top,SHORT,1.5,,3.9,2026-08-20,4.03,2026-08-17,miss,1/5,"R1,R2,R3,R4",,True,0.571,True,FVG,W,3.87,4.3,三推顶 3.69→3.76→4.03 回撤 87%/74% | 周线FVG [3.87-4.30] | 空: 入¥4.03 止¥4.34 标¥3.46 R:R 1.8
002279,久其软件,top,SHORT,1.5,,6.33,2026-08-20,7.71,2026-08-14,miss,2/5,"R1,R3,R4",,True,0.752,True,OB,W,7.55,8.47,三推顶 5.93→6.12→7.71 回撤 80%/73% | 周线OB [7.55-8.47] | 空: 入¥7.71 止¥8.55 标¥5.53 R:R 2.6
002327,富安娜,top,SHORT,1.5,,6.63,2026-08-20,6.68,2026-08-10,miss,2/5,"R1,R3,R4",,True,0.306,True,FVG,W,6.45,6.75,三推顶 6.46→6.56→6.68 回撤 64%/84% | 周线FVG [6.45-6.75] | 空: 入¥6.68 止¥6.82 标¥5.91 R:R 5.6
002462,嘉事堂,top,SHORT,1.5,,12.34,2026-08-20,12.48,2026-08-17,miss,1/5,"R1,R2,R3,R4",,True,0.832,True,FVG,W,11.53,12.5,三推顶 11.50→12.17→12.48 回撤 72%/77% | 周线FVG [11.53-12.50] | 空: 入¥12.48 止¥12.62 标¥10.60 R:R 13.0
002468,申通快递,top,SHORT,1.5,,14.39,2026-08-20,14.87,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.568,True,FVG,W,14.19,15.87,三推顶 14.52→14.86→14.87 回撤 72%/65% | 周线FVG [14.19-15.87] | 空: 入¥14.87 止¥16.03 标¥13.18 R:R 1.5
002475,立讯精密,bottom,LONG,1.5,,53.34,2026-08-20,52.8,2026-08-20,miss,3/5,"R2,R3",,True,0.252,True,FVG,W,51.11,57.5,三推底 59.80→53.12→52.80 反弹 84%/61% | 周线FVG [51.11-57.50] | 多: 入¥52.80 止¥50.60 标¥63.02 R:R 4.6
002481,双塔食品,top,SHORT,1.5,,4.22,2026-08-20,4.4,2026-08-18,miss,1/5,"R1,R2,R3,R4",,True,0.264,True,FVG,W,4.35,4.52,三推顶 4.11→4.29→4.40 回撤 66%/88% | 周线FVG [4.35-4.52] | 空: 入¥4.40 止¥4.57 标¥3.76 R:R 3.9
002493,荣盛石化,top,SHORT,1.5,,13.53,2026-08-20,13.98,2026-08-20,miss,2/5,"R2,R3,R4",,True,0.641,True,FVG,W,13.67,14.32,三推顶 12.62→13.85→13.98 回撤 74%/65% | 周线FVG [13.67-14.32] | 空: 入¥13.98 止¥14.46 标¥11.51 R:R 5.1
002543,万和电气,top,SHORT,1.5,,7.6,2026-08-20,8.29,2026-08-20,miss,1/5,"R1,R2,R3,R4",,True,0.142,True,OB,W,8.24,8.43,三推顶 6.84→7.33→8.29 回撤 64%/60% | 周线OB [8.24-8.43] | 空: 入¥8.29 止¥8.51 标¥6.26 R:R 9.1
002959,小熊电器,top,SHORT,1.5,,33.68,2026-08-20,35.08,2026-08-10,miss,2/5,"R1,R3,R4",,True,0.276,True,FVG,W,34.7,35.74,三推顶 33.42→34.02→35.08 回撤 67%/89% | 周线FVG [34.70-35.74] | 空: 入¥35.08 止¥36.10 标¥30.80 R:R 4.2
002983,芯瑞达,top,SHORT,1.5,,19.41,2026-08-20,20.35,2026-08-17,miss,1/5,"R1,R2,R3,R4",,True,0.725,True,FVG,W,19.15,23.1,三推顶 18.07→18.44→20.35 回撤 79%/71% | 周线FVG [19.15-23.10] | 空: 入¥20.35 止¥23.33 标¥17.03 R:R 1.1
002984,森麒麟,top,SHORT,1.5,,14.21,2026-08-20,15.18,2026-08-03,miss,1/5,"R1,R2,R3,R4",,True,0.519,True,OB,W,14.01,15.39,三推顶 14.23→14.37→15.18 回撤 78%/64% | 周线OB [14.01-15.39] | 空: 入¥15.18 止¥15.54 标¥13.03 R:R 5.9
300142,沃森生物,top,SHORT,1.5,,15.12,2026-08-20,15.12,2026-08-20,miss,1/5,"R1,R2,R3,R4",,True,0.749,True,OB,W,13.48,16.23,三推顶 12.69→13.56→15.12 回撤 77%/69% | 周线OB [13.48-16.23] | 空: 入¥15.12 止¥16.39 标¥11.91 R:R 2.5
300531,优博讯,top,SHORT,1.5,,15.95,2026-08-20,18.68,2026-08-06,miss,1/5,"R1,R2,R3,R4",,True,0.859,True,FVG,W,18.55,20.06,三推顶 16.95→17.60→18.68 回撤 76%/72% | 周线FVG [18.55-20.06] | 空: 入¥18.68 止¥20.26 标¥14.80 R:R 2.5
